#title = mean sea level anomaly North Atlantic (Annual signals removed) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 2.61 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2001.6744,-0.05000,,,
2001.7016,6.24000,,,
2001.7288,8.33000,,,
2001.7559,-3.10000,,,
2001.7833,-0.73000,,,
2001.8102,9.19000,,,
2001.8374,19.26000,,,
2001.8646,13.46000,,,
2001.8923,-2.06000,,,
2001.9188,-1.47000,,,
2001.9460,-6.18000,,,
2001.9732,-4.11000,,,
2002.0000,1.60000,,,
2002.0272,2.76000,,,
2002.0538,,7.68000,,
2002.0541,5.00000,,,
2002.0817,14.55000,,,
2002.0823,,23.35000,,
2002.1089,16.16000,21.61000,,
2002.1359,,23.71000,,
2002.1360,14.31000,,,
2002.1632,22.20000,,,
2002.1633,,23.61000,,
2002.1903,3.34000,,,
2002.1907,,-3.66000,,
2002.2176,-0.28000,-8.30000,,
2002.2446,-19.47000,-14.86000,,
2002.2716,,10.13000,,
2002.2717,-0.04000,,,
2002.2991,,8.91000,,
2002.2999,-1.56000,,,
2002.3260,15.63000,,,
2002.3261,,18.80000,,
2002.3532,-5.18000,-4.11000,,
2002.3802,11.61000,,,
2002.3803,,8.40000,,
2002.4073,11.97000,,,
2002.4074,,8.08000,,
2002.4345,3.82000,3.43000,,
2002.4618,,-4.00000,,
2002.4620,-0.23000,,,
2002.4889,-17.66000,-27.70000,,
2002.5161,,-7.94000,,
2002.5432,27.36000,,,
2002.5434,,11.87000,,
2002.5702,11.17000,,,
2002.5704,,12.18000,,
2002.5974,-2.52000,,,
2002.5976,,6.15000,,
2002.6246,-7.14000,1.48000,,
2002.6520,,8.11000,,
2002.6553,10.02000,,,
2002.6789,18.69000,12.71000,,
2002.7060,,17.16000,,
2002.7066,22.28000,,,
2002.7330,7.30000,,,
2002.7332,,9.69000,,
2002.7603,-0.23000,,,
2002.7605,,-4.05000,,
2002.7862,19.30000,,,
2002.7874,,18.76000,,
2002.8147,,-4.09000,,
2002.8148,3.22000,,,
2002.8415,12.39000,,,
2002.8416,,-2.22000,,
2002.8686,0.39000,,,
2002.8690,,-13.76000,,
2002.8950,,-10.88000,,
2002.8979,-5.50000,,,
2002.9231,5.75000,,,
2002.9232,,2.27000,,
2002.9503,5.12000,,,
2002.9505,,2.56000,,
2002.9771,0.39000,,,
2002.9773,,1.94000,,
2003.0043,1.62000,,,
2003.0048,,-0.39000,,
2003.0317,,2.75000,,
2003.0318,2.72000,,,
2003.0592,12.82000,,,
2003.0594,,11.45000,,
2003.0861,2.55000,,,
2003.0863,,3.20000,,
2003.1129,11.03000,,,
2003.1131,,13.47000,,
2003.1404,13.05000,,,
2003.1406,,11.01000,,
2003.1674,20.55000,,,
2003.1677,,5.37000,,
2003.1951,22.02000,,,
2003.1953,,12.03000,,
2003.2217,17.45000,,,
2003.2219,,11.76000,,
2003.2487,4.60000,,,
2003.2491,,7.01000,,
2003.2758,4.07000,,,
2003.2808,,-0.59000,,
2003.3033,-5.63000,-2.53000,,
2003.3301,18.16000,,,
2003.3304,,17.55000,,
2003.3576,,17.22000,,
2003.3577,29.31000,,,
2003.3845,9.62000,,,
2003.3848,,5.00000,,
2003.4116,19.27000,,,
2003.4120,,11.86000,,
2003.4385,14.49000,,,
2003.4392,,2.10000,,
2003.4662,22.81000,10.60000,,
2003.4932,,2.82000,,
2003.4933,29.98000,,,
2003.5203,12.90000,,,
2003.5207,,5.31000,,
2003.5472,7.59000,,,
2003.5476,,8.74000,,
2003.5747,0.31000,,,
2003.5748,,1.91000,,
2003.6018,21.02000,,,
2003.6021,,18.34000,,
2003.6288,16.70000,,,
2003.6293,,9.04000,,
2003.6559,1.75000,,,
2003.6562,,0.32000,,
2003.6834,16.27000,12.99000,,
2003.7103,10.88000,,,
2003.7106,,19.30000,,
2003.7375,16.20000,,,
2003.7378,,19.86000,,
2003.7647,8.80000,,,
2003.7649,,6.05000,,
2003.7918,12.00000,,,
2003.7922,,2.01000,,
2003.8191,19.86000,,,
2003.8192,,9.14000,,
2003.8460,39.93000,,,
2003.8464,,19.05000,,
2003.8712,,17.39000,,
2003.8735,12.46000,,,
2003.9004,-7.80000,,,
2003.9113,,0.07000,,
2003.9274,7.79000,,,
2003.9277,,8.14000,,
2003.9547,21.17000,,,
2003.9549,,15.38000,,
2003.9816,13.79000,,,
2003.9820,,7.49000,,
2004.0090,-2.73000,,,
2004.0092,,4.15000,,
2004.0359,20.91000,,,
2004.0362,,27.35000,,
2004.0630,13.74000,,,
2004.0634,,20.20000,,
2004.0908,5.11000,11.67000,,
2004.1136,,3.59000,,
2004.1179,17.33000,,,
2004.1447,18.74000,,,
2004.1490,,14.83000,,
2004.1719,-5.27000,,,
2004.1721,,2.50000,,
2004.1992,7.78000,,,
2004.1993,,16.52000,,
2004.2261,26.29000,,,
2004.2264,,30.81000,,
2004.2523,,7.11000,,
2004.2534,3.88000,,,
2004.2802,-1.35000,,,
2004.2808,,0.61000,,
2004.3078,3.95000,,,
2004.3080,,1.46000,,
2004.3349,24.62000,,,
2004.3350,,17.23000,,
2004.3619,18.00000,,,
2004.3622,,15.67000,,
2004.3887,10.01000,,,
2004.3891,,7.51000,,
2004.4164,,5.96000,,
2004.4437,,11.39000,,
2004.4707,,5.86000,,
2004.4732,18.87000,,,
2004.4974,6.70000,,,
2004.4980,,9.86000,,
2004.5226,-12.12000,,,
2004.5250,,-4.94000,,
2004.5496,-9.10000,,,
2004.5523,,-4.17000,,
2004.5776,-0.36000,,,
2004.5794,,1.87000,,
2004.6063,7.74000,,,
2004.6066,,9.64000,,
2004.6338,2.71000,-1.90000,,
2004.6606,-4.03000,-2.59000,,
2004.6874,8.01000,,,
2004.6880,,12.99000,,
2004.7148,15.81000,,,
2004.7150,,20.13000,,
2004.7422,,10.29000,,
2004.7425,11.41000,,,
2004.7691,27.18000,,,
2004.7694,,24.20000,,
2004.7963,4.61000,,,
2004.7965,,10.67000,,
2004.8237,-3.11000,-3.58000,,
2004.8502,5.56000,,,
2004.8510,,11.23000,,
2004.8777,6.81000,,,
2004.8779,,11.14000,,
2004.9049,-5.30000,,,
2004.9052,,4.58000,,
2004.9320,4.23000,,,
2004.9322,,8.44000,,
2004.9541,11.77000,,,
2004.9595,,13.48000,,
2004.9861,21.29000,,,
2004.9865,,22.58000,,
2005.0135,8.54000,,,
2005.0137,,25.91000,,
2005.0403,39.38000,,,
2005.0404,,51.94000,,
2005.0679,27.96000,31.08000,,
2005.0948,10.07000,7.27000,,
2005.1223,15.36000,,,
2005.1225,,12.06000,,
2005.1488,-4.84000,,,
2005.1495,,5.33000,,
2005.1760,-11.98000,,,
2005.1762,,7.15000,,
2005.2039,,8.44000,,
2005.2041,-5.28000,,,
2005.2305,,23.59000,,
2005.2308,11.52000,,,
2005.2578,9.32000,,,
2005.2580,,14.34000,,
2005.2848,7.50000,,,
2005.2849,,14.30000,,
2005.3102,7.08000,,,
2005.3123,,21.84000,,
2005.3392,,25.42000,,
2005.3397,16.33000,,,
2005.3664,-6.08000,0.66000,,
2005.3937,3.12000,,,
2005.3938,,2.30000,,
2005.4206,14.97000,,,
2005.4211,,8.15000,,
2005.4477,20.24000,,,
2005.4481,,19.50000,,
2005.4749,9.74000,,,
2005.4752,,15.49000,,
2005.5021,2.80000,,,
2005.5025,,13.49000,,
2005.5297,,21.46000,,
2005.5298,14.37000,,,
2005.5564,12.88000,,,
2005.5567,,15.73000,,
2005.5834,-2.58000,,,
2005.5840,,-3.35000,,
2005.6107,11.42000,,,
2005.6110,,10.09000,,
2005.6380,14.20000,,,
2005.6384,,17.26000,,
2005.6650,-4.30000,,,
2005.6654,,5.04000,,
2005.6921,2.34000,,,
2005.6924,,9.48000,,
2005.7139,,12.37000,,
2005.7193,8.58000,,,
2005.7467,27.43000,,,
2005.7514,,30.21000,,
2005.7654,17.19000,,,
2005.7736,,16.70000,,
2005.8011,,-4.59000,,
2005.8281,,8.03000,,
2005.8554,,21.70000,,
2005.8824,,-1.45000,,
2005.9096,,7.14000,,
2005.9367,,20.45000,,
2005.9639,,8.72000,,
2005.9910,,11.27000,,
2006.0181,,10.92000,,
2006.0453,,16.15000,,
2006.0727,,21.73000,,
2006.0996,,22.87000,,
2006.1269,,22.99000,,
2006.1537,,8.35000,,
2006.1810,,1.38000,,
2006.2082,,2.30000,,
2006.2354,,4.99000,,
2006.2625,,14.91000,,
2006.2897,,1.14000,,
2006.3167,,3.28000,,
2006.3440,,16.19000,,
2006.3712,,26.02000,,
2006.3982,,31.13000,,
2006.4254,,12.52000,,
2006.4527,,11.81000,,
2006.4797,,25.50000,,
2006.5068,,16.78000,,
2006.5339,,11.73000,,
2006.5612,,16.80000,,
2006.5883,,17.65000,,
2006.6155,,-1.86000,,
2006.6426,,7.87000,,
2006.6699,,17.79000,,
2006.6969,,23.59000,,
2006.7242,,15.19000,,
2006.7512,,23.81000,,
2006.7781,,22.26000,,
2006.8055,,18.48000,,
2006.8244,,19.53000,,
2006.8894,,-0.89000,,
2006.9144,,7.94000,,
2006.9408,,11.23000,,
2006.9684,,15.00000,,
2006.9954,,20.22000,,
2007.0224,,18.40000,,
2007.0496,,21.24000,,
2007.0768,,13.85000,,
2007.1038,,0.98000,,
2007.1305,,-6.09000,,
2007.1587,,5.78000,,
2007.1853,,16.30000,,
2007.2128,,16.86000,,
2007.2400,,17.54000,,
2007.2667,,17.34000,,
2007.2941,,1.96000,,
2007.3213,,2.77000,,
2007.3484,,2.19000,,
2007.3756,,16.40000,,
2007.4029,,22.55000,,
2007.4298,,19.63000,,
2007.4570,,3.29000,,
2007.4842,,12.89000,,
2007.5115,,13.41000,,
2007.5384,,15.19000,,
2007.5655,,4.64000,,
2007.5930,,6.23000,,
2007.6200,,0.11000,,
2007.6473,,0.37000,,
2007.6743,,9.20000,,
2007.7014,,1.86000,,
2007.7285,,13.48000,,
